Date,Month,Day,Year,Julian Day,Type,Vessel,Captain,Trip #,Grid #,Consolidated Grid,Location,Consolidated Location,Barbed hook,Trip Length (hr),Ave Depth (ft),No Rods,Bait,Species,2015TagInventory,PredatorData.PredatorID,Length (in),Length (cm),Length (mm),PredGW,GWGroup,Released,Sex,Add'l PH Released,Add'l ATF Released,Weight (lb),Weight (kg),Prey Code,Prey Comments,PredatorData.Comments,Gape Width (mm),Gape Height (mm),Gape Notes,DS = data sheet,Time Caught,2016Modified_PreyCode,Checked,ID,PreyData.PredatorID,Inventory/Discarded,PreyID,Processing Date,Tech,NoPrey,ID_Common,ID_final_Mod,ID_final,ID_final_ITIS,Tax Group,Common Name,Characteristics Used,Total Mass (g),Total Mass (mg),Prey Mass (g),Prey Mass (mg),DigState,PreyData.Comments,Oto Cond - 1,Oto Cond - 2,Oto 1 Mass (mg),Oto 2 Mass (mg),Oto 1 L (mm),Oto 2 L (mm),Oto 1 H (mm),Oto 2 H (mm),Total L (mm),Total L (mm) - No Head,FL (mm),FL (mm) - No Head,Std L (mm),Std L (mm) - No Head,Head L (mm),PreySex,Carap L (mm),Carape W (mm),Abd L (mm),Abd W (mm),Rost L (mm),Prop L (mm) - L,Prop H (mm) - L,Prop L (mm) - R,Prop H (mm) - R,Prop L (mm) - U,Prop H (mm) - U,Mantle L (mm),Arm L (mm),Fin L (mm),Tent L (mm),BW (g),UHL,URL,UCL,UW (g),LHL,UJW,LCL,LW (g),Lens Diam 1 (mm),Lens Diam 2 (mm),Other Measurements,Vertebral Count,Pen L (mm)
7/3/15,7,3,2015,184,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,1,300,4,"skin, cod, salmon",PH,TRUE,314,32.75,83.2,832,99.539171,96-115,N,,,,,,3,one cephalopod beak and one mostly digested fish,,,,,,,1,TRUE,1180,314,TRUE,0314C,21-Sep-16,CB,4,Squids,Teuthida,Teuthida,82367,Order,"Squid, unidentified",beak shape,32.75,,0.22,,"2: < 5% remaining (beak, spines, otoliths)","squid beak (lower), in with 0314B and 0314D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75,,17.87,0.14,,,,,
7/4/15,7,4,2015,185,Charter,Kiska Ann,Ben Huntley,1,13,G,,Icy Strait,Y,2,350,4,"skin, cod, salmon",PH,TRUE,315,37.5,95.3,952,113.97615,96-115,N,,10,0,,,3,"cephalopod beak, vertebrae",,,,,,,1,TRUE,1151,315,TRUE,0315D,21-Sep-16,CB,5,Benthic Material,Benthic Material,Porifera,46861,Phylum,"Sponge, unidentified","porous, crunchy texture",21.61,,0.71,,"2: < 5% remaining (beak, spines, otoliths)",in w/ 0315C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/15,7,4,2015,185,Charter,Kiska Ann,Ben Huntley,1,13,G,,Icy Strait,Y,2,350,4,"skin, cod, salmon",PH,TRUE,315,37.5,95.3,952,113.97615,96-115,N,,10,0,,,3,"cephalopod beak, vertebrae",,,,,,,1,TRUE,1152,315,TRUE,0315E,21-Sep-16,CB,5,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,21.61,,0.08,,"2: < 5% remaining (beak, spines, otoliths)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.67,,17.31,0.08,,,,,,,,,
7/4/15,7,4,2015,185,Charter,Kiska Ann,Ben Huntley,1,13,G,,Icy Strait,Y,2,350,4,"skin, cod, salmon",PH,TRUE,315,37.5,95.3,952,113.97615,96-115,N,,10,0,,,3,"cephalopod beak, vertebrae",,,,,,,1,TRUE,1150,315,TRUE,0315C,21-Sep-16,CB,5,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,21.61,,0.37,,"2: < 5% remaining (beak, spines, otoliths)","octopus upper and lower beak, *in w/0315C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,9.92,,24.83,0.21,7.47,,18.28,0.15,,,,,
7/4/15,7,4,2015,185,Charter,Kiska Ann,Ben Huntley,1,13,G,,Icy Strait,Y,2,350,4,"skin, cod, salmon",PH,TRUE,315,37.5,95.3,952,113.97615,96-115,N,,10,0,,,3,"cephalopod beak, vertebrae",,,,,,,1,TRUE,1148,315,TRUE,0315A,21-Sep-16,CB,5,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones,21.61,,20.27,,"2: < 5% remaining (beak, spines, otoliths)","large vertebral column, fin rays, misc. bones, bit of tissue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/15,7,4,2015,185,Charter,Kiska Ann,Ben Huntley,1,13,G,,Icy Strait,Y,2,350,4,"skin, cod, salmon",PH,TRUE,315,37.5,95.3,952,113.97615,96-115,N,,10,0,,,3,"cephalopod beak, vertebrae",,,,,,,1,TRUE,1149,315,TRUE,0315B,21-Sep-16,CB,5,Squids,Teuthida,Teuthida,82367,Order,"Squid, unidentified",beak shape,21.61,,0.18,,"2: < 5% remaining (beak, spines, otoliths)","squid beak (upper and lower), cephalopod lens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,15.02,4.34,17.5,0.05,4.79,3.41,11.03,0.03,5.43,,,,
6/6/15,6,6,2015,157,Charter,Kiska Ann,Ben Huntley,1,8,E,,Howard Bay,Y,1.25,230,4,"skin, cod, squid",ATF,TRUE,318,22.5,57.2,572,117.951885,116-135,N,F,,,,,2,few scales,,,,,,,1,TRUE,553,318,TRUE,0318A,12-Aug-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",cycloid scales,,14.94,0.01494,14.94,"2: < 5% remaining (beak, spines, otoliths)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/15,7,3,2015,184,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,1,300,4,"skin, cod, salmon",PH,TRUE,324,41,104.1,1041,124.613924,116-135,N,,,,,,3,"few fish, flesh on bones (maybe old bait?)",,,,,,,1,TRUE,93,324,TRUE,0324B,17-May-16,SL,2,Benthic Material,Benthic Material,Porifera,46861,Phylum,"Sponge, unidentified","porous, crunchy texture",58.43,,0.25,,"2: < 5% remaining (beak, spines, otoliths)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/15,7,3,2015,184,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,1,300,4,"skin, cod, salmon",PH,TRUE,324,41,104.1,1041,124.613924,116-135,N,,,,,,3,"few fish, flesh on bones (maybe old bait?)",,,,,,,1,TRUE,92,324,TRUE,0324A,17-May-16,SL,2,Octopuses,Octopodidae,Enteroctopus dofleini,557227,Species,Giant Pacific Octopus,"arm size, arm shape",58.43,,58.18,,3: 5-49% remaining(some muscle),similar texture to 0581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/15,7,8,2015,189,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,2.25,300,4,"skin, cod, salmon",PH,TRUE,326,30,76.2,762,91.18092,76-95,N,,,,,,2,vertebrae,,,,,,,1,TRUE,815,326,TRUE,0326A,7-Sep-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified","vertebrae, other fish bones",0.18,,0.18,,"2: < 5% remaining (beak, spines, otoliths)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/15,7,8,2015,189,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,2.25,300,4,"skin, cod, salmon",PH,TRUE,327,31.75,80.6,806,96.499807,96-115,N,,7,0,,,4,crab and old bait,,,,,,,1,TRUE,1279,327,TRUE,0327B,23-Sep-16,CB,2,Spider Crabs,Majoidea,Hyas lyratus,98422,Species,Pacific Lyre Crab,"wing-like projections behind eye, flattened (two-pronged) rostrum, lyre-shaped carapace, dark legs, 'M' shaped mouth, slightly textured claws",25.23,,10.23,,"5: 75-99% remaining (body morph easily distinguishable, some/most skin)","crab with clutch of eggs, both propoduses broken (no lengths)",,,,,,,,,,,,,,,,F,33.01,27.01,,19.87,,,4.13,,4.14,,,,,,,,,,,,,,,,,,,,
7/8/15,7,8,2015,189,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,2.25,300,4,"skin, cod, salmon",PH,TRUE,327,31.75,80.6,806,96.499807,96-115,N,,7,0,,,4,crab and old bait,,,,,,,1,TRUE,1278,327,TRUE,0327A,23-Sep-16,CB,2,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",gills,25.23,,15,,"2: < 5% remaining (beak, spines, otoliths)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/15,7,22,2015,203,Charter,Kiska Ann,Ben Huntley,1,7,D,,Favorite Channel,Y,0.92,300,4,"skin, cod, salmon",PH,TRUE,328,30,76.2,762,91.18092,76-95,N,F,,,,,3,"vertebrae and other fish bones, lens",,,,,,,,TRUE,1719,328,TRUE,0328B,7-Apr-17,CB,2,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,"robust parapophyses, otolith shape",15.76,,6.35,,"2: < 5% remaining (beak, spines, otoliths)","dentary, vertebral column, misc. bones, anguloarticular (2), subopercle (2), lens, maxilla (2), premaxilla, cleithrum, lens",fair,,84.16,,13.18,,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/15,7,22,2015,203,Charter,Kiska Ann,Ben Huntley,1,7,D,,Favorite Channel,Y,0.92,300,4,"skin, cod, salmon",PH,TRUE,328,30,76.2,762,91.18092,76-95,N,F,,,,,3,"vertebrae and other fish bones, lens",,,,,,,,TRUE,1718,328,TRUE,0328A,7-Apr-17,CB,2,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,robust parapophyses,15.76,,9.41,,3: 5-49% remaining (some muscle),"vertebral column with flesh attached, misc. bones, subopercle (2), maxilla (2), premaxilla, anguloarticular, 1/lens (2), cleithrum, dentary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/15,7,12,2015,193,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,,450,,"skin, cod, salmon",PH,TRUE,330,39,99.1,991,118.535196,116-135,N,,,,,,3,cephalopod tissue? Not all fish were caught on Ben's boat. Two boats went out. Not all stomachs were collected.,,,,,,,1,TRUE,283,330,TRUE,0330A,19-Jul-16,CB,1,Clams/Mussels/Snails,Mollusca,Cephalopoda,82326,Class,"Squid/Octopus, unidentified","small, degraded arm",0.3,,0.3,,"2: < 5% remaining (beak, spines, otoliths)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/15,7,12,2015,193,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,,450,,"skin, cod, salmon",PH,TRUE,331,50.25,127.6,1276,152.728041,>135,N,,,,,,2,bones; Not all fish were caught on Ben's boat. Two boats went out. Not all stomachs were collected.,,,,,,,1,TRUE,816,331,TRUE,0331A,7-Sep-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified","rib bones, fish flesh",0.04,,0.04,,"2: < 5% remaining (beak, spines, otoliths)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/15,7,15,2015,196,Charter,Kiska Ann,Ben Huntley,1,2,B,,N. Lynn Canal,Y,2.33,400,4,"skin, cod, salmon, pollock",PH,TRUE,334,30.25,76.8,768,91.940761,76-95,N,F,,,,,3,"vertebrae with flesh attached and otolith, lens, other bones",,,,,,,,TRUE,796,334,TRUE,0334A,7-Sep-16,CB,2,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,H shaped hemal arches,2.67,,2.47,,"2: < 5% remaining (beak, spines, otoliths)","vertebral column, loose flesh, lens, premaxilla, in with vial 0334B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/15,7,15,2015,196,Charter,Kiska Ann,Ben Huntley,1,2,B,,N. Lynn Canal,Y,2.33,400,4,"skin, cod, salmon, pollock",PH,TRUE,334,30.25,76.8,768,91.940761,76-95,N,F,,,,,3,"vertebrae with flesh attached and otolith, lens, other bones",,,,,,,,TRUE,797,334,TRUE,0334B,7-Sep-16,CB,2,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,otolith shape,2.67,,0.2,,"2: < 5% remaining (beak, spines, otoliths)","otolith (2) in good condition, in with vial 0334A",good,good,107.25,89.58,12.89,12.5,4.82,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/15,6,13,2015,164,Charter,Kiska Ann,Ben Huntley,1,8,E,,Howard Bay,Y,1.5,350,4,"skin, cod, salmon, squid",PH,TRUE,339,30.5,77.5,775,92.700602,76-95,N,,0,0,,,3,cephalopod arms and fish bones,,,,,No real DS; picked up 6/17/15,,1,TRUE,7,339,TRUE,0339B,1-May-16,SL,2,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,otolith shape,25.56,,0.23,,"2: < 5% remaining (beak, spines, otoliths)","bone, otolith, lens, branchiostegal ray?",fair,,11.84,,,,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/15,6,13,2015,164,Charter,Kiska Ann,Ben Huntley,1,8,E,,Howard Bay,Y,1.5,350,4,"skin, cod, salmon, squid",PH,TRUE,339,30.5,77.5,775,92.700602,76-95,N,,0,0,,,3,cephalopod arms and fish bones,,,,,No real DS; picked up 6/17/15,,1,TRUE,6,339,TRUE,0339A,1-May-16,SL,2,Squids,Teuthida,Berryteuthis magister,82430,Species,Magister Armhook Squid,hooks on suckers,25.56,,25.25,,3: 5-49% remaining(some muscle),"three arms (tips missing, no length), no beak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/15,7,12,2015,193,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,,450,,"skin, cod, salmon",PH,TRUE,340,40.25,102.2,1022,122.334401,116-135,N,,,,,,2,"bones, mandible, opercula; Not all fish were caught on Ben's boat. Two boats went out. Not all stomachs were collected.",,,,,,,1,TRUE,689,340,TRUE,0340D,5-Sep-16,CB,5,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,otolith shape,29.97,,0.7,,"2: < 5% remaining (beak, spines, otoliths)","maxilla (2), premaxilla, anguloarticular, 1 otolith in good condition",good,,124.11,,14.58,,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/15,7,12,2015,193,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,,450,,"skin, cod, salmon",PH,TRUE,340,40.25,102.2,1022,122.334401,116-135,N,,,,,,2,"bones, mandible, opercula; Not all fish were caught on Ben's boat. Two boats went out. Not all stomachs were collected.",,,,,,,1,TRUE,688,340,TRUE,0340C,5-Sep-16,CB,5,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,otolith shape,29.97,,4.9,,"2: < 5% remaining (beak, spines, otoliths)","maxilla (2), premaxilla, loose vertebrae, subopercle (2), dentary, otolith (2) both in good condition",good,good,95.79,84.52,13.42,13.16,5.53,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/15,7,12,2015,193,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,,450,,"skin, cod, salmon",PH,TRUE,340,40.25,102.2,1022,122.334401,116-135,N,,,,,,2,"bones, mandible, opercula; Not all fish were caught on Ben's boat. Two boats went out. Not all stomachs were collected.",,,,,,,1,TRUE,686,340,TRUE,0340A,5-Sep-16,CB,5,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"otolith shape, club-like post cleithrum",29.97,,23.52,,"2: < 5% remaining (beak, spines, otoliths)","maxilla (2), premaxilla, p cleithrum, otolith (1 regular, 2 crystallized), large fish: cleithrum, subopercle (2), dentary, anguloarticular (2), loose vertebrae, other bones",good,good,666.94,632.68,22.23,21.97,9.03,8.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/15,7,12,2015,193,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,,450,,"skin, cod, salmon",PH,TRUE,340,40.25,102.2,1022,122.334401,116-135,N,,,,,,2,"bones, mandible, opercula; Not all fish were caught on Ben's boat. Two boats went out. Not all stomachs were collected.",,,,,,,1,TRUE,687,340,TRUE,0340B,5-Sep-16,CB,5,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones,29.97,,0.55,,"2: < 5% remaining (beak, spines, otoliths)","anguloarticular (2), maxilla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/15,7,12,2015,193,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,,450,,"skin, cod, salmon",PH,TRUE,340,40.25,102.2,1022,122.334401,116-135,N,,,,,,2,"bones, mandible, opercula; Not all fish were caught on Ben's boat. Two boats went out. Not all stomachs were collected.",,,,,,,1,TRUE,690,340,TRUE,0340E,5-Sep-16,CB,5,Squids,Teuthida,Teuthida,82367,Order,"Squid, unidentified",beak shape,29.97,,0.3,,"2: < 5% remaining (beak, spines, otoliths)","squid beak (upper), cephalopod lens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.63,4.59,20.06,0.072,,4.34,,,7.23,,,,
7/12/15,7,12,2015,193,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,,450,,"skin, cod, salmon",PH,TRUE,341,51,129.5,1295,155.007564,>135,N,,,,,,3,"cephalopod parts, fish bones; Not all fish were caught on Ben's boat. Two boats went out. Not all stomachs were collected.",,,,,,,1,TRUE,161,341,TRUE,0341E,31-May-16,SL,5,Clams/Mussels/Snails,Mollusca,Cephalopoda,82326,Class,"Squid/Octopus, unidentified",lens (sectioned),45.69,,0.1,,"2: < 5% remaining (beak, spines, otoliths)","lens, too small to match with beaks from 0341A, B, or C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,,,,
7/12/15,7,12,2015,193,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,,450,,"skin, cod, salmon",PH,TRUE,341,51,129.5,1295,155.007564,>135,N,,,,,,3,"cephalopod parts, fish bones; Not all fish were caught on Ben's boat. Two boats went out. Not all stomachs were collected.",,,,,,,1,TRUE,158,341,TRUE,0341B,31-May-16,SL,5,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified","beak shape, beak size",45.69,,0.45,,"2: < 5% remaining (beak, spines, otoliths)",octopus upper and lower beak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,10.95,,24.98,0.21,7.42,,16.93,0.19,,,,,
7/12/15,7,12,2015,193,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,,450,,"skin, cod, salmon",PH,TRUE,341,51,129.5,1295,155.007564,>135,N,,,,,,3,"cephalopod parts, fish bones; Not all fish were caught on Ben's boat. Two boats went out. Not all stomachs were collected.",,,,,,,1,TRUE,159,341,TRUE,0341C,31-May-16,SL,5,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified","beak shape, beak size",45.69,,0.8,,"2: < 5% remaining (beak, spines, otoliths)","octopus lower beak, large lower beak, buccal mass chunk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.88,,17.59,0.35,,,,,
7/12/15,7,12,2015,193,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,,450,,"skin, cod, salmon",PH,TRUE,341,51,129.5,1295,155.007564,>135,N,,,,,,3,"cephalopod parts, fish bones; Not all fish were caught on Ben's boat. Two boats went out. Not all stomachs were collected.",,,,,,,1,TRUE,157,341,TRUE,0341A,31-May-16,SL,5,Octopuses,Octopodidae,Enteroctopus dofleini,557227,Species,Giant Pacific Octopus,"arm length, arm size, ink  present, beak shape",45.69,,43.08,,"4: 75-99% remaining (body easily disting, skin)","octopus upper and lower beak, arms (too degraded to measure), we paired",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,12.67,,24.62,0.25,9.6,,17.47,0.2,,,,,
7/12/15,7,12,2015,193,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,,450,,"skin, cod, salmon",PH,TRUE,341,51,129.5,1295,155.007564,>135,N,,,,,,3,"cephalopod parts, fish bones; Not all fish were caught on Ben's boat. Two boats went out. Not all stomachs were collected.",,,,,,,1,TRUE,160,341,TRUE,0341D,31-May-16,SL,5,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones,45.69,,1.26,,"2: < 5% remaining (beak, spines, otoliths)","miscellaneous fish bones (fin rays, opercula)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/15,7,12,2015,193,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,,450,,"skin, cod, salmon",PH,TRUE,342,47,119.4,1194,142.850108,>135,N,,,,,,,,Not all fish were caught on Ben's boat. Two boats went out. Not all stomachs were collected.,,,,,,1,TRUE,1295,342,TRUE,0342A,23-Sep-16,CB,3,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,otolith shape,41.33,,34.04,,"2: < 5% remaining (beak, spines, otoliths)","otolith (2), dentary, premaxilla (1), maxilla (2), cleithrum, anguloarticular (2), sub/interopercle (3), all remaining miscellaneous bones",fair,fair,312.96,375.28,18.56,19.59,7.51,7.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/15,7,12,2015,193,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,,450,,"skin, cod, salmon",PH,TRUE,342,47,119.4,1194,142.850108,>135,N,,,,,,,,Not all fish were caught on Ben's boat. Two boats went out. Not all stomachs were collected.,,,,,,1,TRUE,1296,342,TRUE,0342B,23-Sep-16,CB,3,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,club-like post cleithrum,41.33,,4.4,,"2: < 5% remaining (beak, spines, otoliths)","dentary, post cleithrum, maxilla (2), premaxilla, cleithrum (2), sub/interopercle (3), anguloarticular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/15,7,12,2015,193,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,,450,,"skin, cod, salmon",PH,TRUE,342,47,119.4,1194,142.850108,>135,N,,,,,,,,Not all fish were caught on Ben's boat. Two boats went out. Not all stomachs were collected.,,,,,,1,TRUE,1297,342,TRUE,0342C,23-Sep-16,CB,3,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones,41.33,,2.89,,"2: < 5% remaining (beak, spines, otoliths)","denary, maxilla, sub/interopercle (4), cleithrum, anguloarticular (2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/15,7,22,2015,203,Charter,Kiska Ann,Ben Huntley,1,7,D,,Favorite Channel,Y,0.92,300,4,"skin, cod, salmon",PH,TRUE,345,26.25,66.7,667,79.783305,76-95,N,M,,,,,3,fish bits (severed tag),,,,,,,,TRUE,1702,345,TRUE,0345D,7-Apr-17,CB,4,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,otolith shape,24,,0.21,,"2: < 5% remaining (beak, spines, otoliths)","otolith and bits of flesh, 0345A-D in same vial",fair,,17.56,,7.13,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/15,7,22,2015,203,Charter,Kiska Ann,Ben Huntley,1,7,D,,Favorite Channel,Y,0.92,300,4,"skin, cod, salmon",PH,TRUE,345,26.25,66.7,667,79.783305,76-95,N,M,,,,,3,fish bits (severed tag),,,,,,,,TRUE,1701,345,TRUE,0345C,7-Apr-17,CB,4,Pacific Cod,Gadus macrocephalus,Gadus macrocephalus,164711,Species,Pacific Cod,"flattened post cleithrum, otolith shape",24,,6.58,,"4: 50-74% remaining (body morph distinguishable, little/no skin, intact muscle)","otolith #1 - broken, 0345A-D in same vial",excellent,excellent,36.54,36.5,,8.87,3.3,3.27,,,,,,,38.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/15,7,22,2015,203,Charter,Kiska Ann,Ben Huntley,1,7,D,,Favorite Channel,Y,0.92,300,4,"skin, cod, salmon",PH,TRUE,345,26.25,66.7,667,79.783305,76-95,N,M,,,,,3,fish bits (severed tag),,,,,,,,TRUE,1699,345,TRUE,0345A,7-Apr-17,CB,4,Pacific Cod,Gadus macrocephalus,Gadus macrocephalus,164711,Species,Pacific Cod,"flattened post cleithrum, otolith shape",24,,7.62,,"5: 75-99% remaining (body morph easily distinguishable, some/most skin)","small fish, tail missing, 0345A-D in same vial",excellent,excellent,32.14,29.7,7.73,7.66,3.2,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/15,7,22,2015,203,Charter,Kiska Ann,Ben Huntley,1,7,D,,Favorite Channel,Y,0.92,300,4,"skin, cod, salmon",PH,TRUE,345,26.25,66.7,667,79.783305,76-95,N,M,,,,,3,fish bits (severed tag),,,,,,,,TRUE,1700,345,TRUE,0345B,7-Apr-17,CB,4,Pacific Cod,Gadus macrocephalus,Gadus macrocephalus,164711,Species,Pacific Cod,"flattened post cleithrum, otolith shape",24,,9.59,,"4: 50-74% remaining (body morph distinguishable, little/no skin, intact muscle)","half of a fish with skin and scales, 0345A-D in same vial",excellent,excellent,35.34,35.24,8.39,8.33,3.11,3.14,,,,,,,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/15,7,8,2015,189,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,2.25,300,4,"skin, cod, salmon",PH,TRUE,346,30,76.2,762,91.18092,76-95,N,,,,,,5,brittle star,,,,,,,1,TRUE,721,346,TRUE,0346A,6-Sep-16,CB,3,Benthic Material,Benthic Material,Ophiuroidea,157325,Class,"Brittle Star, unidentified","central disc, arms",1.12,,0.24,,"4: 50-74% remaining (body morph distinguishable, little/no skin, intact muscle)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/15,7,8,2015,189,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,2.25,300,4,"skin, cod, salmon",PH,TRUE,346,30,76.2,762,91.18092,76-95,N,,,,,,5,brittle star,,,,,,,1,TRUE,722,346,TRUE,0346B,6-Sep-16,CB,3,Benthic Material,Benthic Material,Ophiuroidea,157325,Class,"Brittle Star, unidentified","central disc, arms",1.12,,0.28,,"4: 50-74% remaining (body morph distinguishable, little/no skin, intact muscle)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
