Month,Day,Year,Julian Day,Type,Vessel,Captain,Trip #,Grid #,Consolidated Grid,Location,Consolidated Location,Barbed hook,Trip Length (hr),Ave Depth (ft),No Rods,Bait,Date,Species,2015TagInventory,PredatorID,Length (in),Length (cm),Length (mm),PredGW,GWGroup,Released,Sex,Add'l PH Released,Add'l ATF Released,Weight (lb),Weight (kg),Prey Code,Prey Comments,Comments,Gape Width (mm),Gape Height (mm),Gape Notes,DS = data sheet,Time Caught,2016Modified_PreyCode
7,25,2015,206,Research,,ADFG - MASONIC,1,0,H,,Chatham Strait,6,5.00,296,,,7/25/2015,ATF,TRUE,1367,22.83,58.0,580,119.7062,116-135,N,,,,4.41,2.00,1,empty,,,,,,,
7,25,2015,206,Research,,ADFG - MASONIC,1,0,H,,Chatham Strait,6,4.00,358,,,7/25/2015,ATF,TRUE,1395,23.03,58.5,585,120.73815,116-135,N,,,,4.41,2.00,1,empty,,,,,,,
7,25,2015,206,Research,,ADFG - MAGIA,2,0,H,,Chatham Strait,6,6.00,361,,,7/25/2015,ATF,TRUE,1318,23.62,60.0,600,123.834,116-135,N,,,,6.61,3.00,1,empty,,,,,,,
7,25,2015,206,Research,,ADFG - MASONIC,1,0,H,,Chatham Strait,6,5.00,296,,,7/25/2015,ATF,TRUE,1376,24.02,61.0,610,125.8979,116-135,N,,,,,,1,empty,,,,,,,
7,25,2015,206,Research,,ADFG - MASONIC,1,0,H,,Chatham Strait,6,5.00,296,,,7/25/2015,ATF,TRUE,1385,24.41,62.0,620,127.9618,116-135,N,,,,6.61,3.00,1,empty,,,,,,,
7,25,2015,206,Research,,ADFG - MAGIA,2,0,H,,Chatham Strait,6,5.00,344,,,7/25/2015,ATF,TRUE,1316,24.41,62.0,620,127.9618,116-135,N,,,,6.61,3.00,1,empty,,,,,,,
7,25,2015,206,Research,,ADFG - MAGIA,2,0,H,,Chatham Strait,6,6.00,361,,,7/25/2015,ATF,TRUE,1301,25.20,64.0,640,132.0896,116-135,N,,,,6.61,3.00,2,cephalopod beak,,,,,,,
7,25,2015,206,Research,,ADFG - MAGIA,2,0,H,,Chatham Strait,6,6.00,361,,,7/25/2015,ATF,TRUE,1303,25.20,64.0,640,132.0896,116-135,N,,,,4.41,2.00,2,two fish scales,,,,,,,
7,25,2015,206,Research,,ADFG - KAIA,3,0,H,,Chatham Strait,6,6.00,280,,,7/25/2015,ATF,TRUE,1332,25.20,64.0,640,132.0896,116-135,N,,,,,,1,empty,,,,,,,
7,25,2015,206,Research,,ADFG - MAGIA,2,0,H,,Chatham Strait,6,5.00,344,,,7/25/2015,ATF,TRUE,1323,25.98,66.0,660,136.2174,>136,N,,,,6.61,3.00,1,empty,,,,,,,
7,25,2015,206,Research,,ADFG - KAIA,3,0,H,,Chatham Strait,6,4.00,291,,,7/25/2015,ATF,TRUE,1336,27.17,69.0,690,142.4091,>136,N,,,,,,1,empty,,,,,,,
7,25,2015,206,Research,,ADFG - MAGIA,2,0,H,,Chatham Strait,6,4.00,360,,,7/25/2015,ATF,TRUE,1382,27.95,71.0,710,146.5369,>136,N,,,,8.82,4.00,2,one small beak,,,,,,,
7,25,2015,206,Research,,ADFG - MAGIA,2,0,H,,Chatham Strait,6,4.00,360,,,7/25/2015,ATF,TRUE,1311,28.74,73.0,730,150.6647,>136,N,,,,8.82,4.00,1,empty,,,,,,,
7,25,2015,206,Research,,ADFG - MASONIC,1,0,H,,Chatham Strait,6,5.00,296,,,7/25/2015,ATF,TRUE,1381,30.51,77.5,775,159.95225,>136,N,,,,8.82,4.00,1,empty,,,,,,,
7,25,2015,206,Research,,ADFG - MASONIC,1,0,H,,Chatham Strait,6,4.00,358,,,7/25/2015,ATF,TRUE,1400,30.71,78.0,780,160.9842,>136,N,,,,11.02,5.00,1,empty,,,,,,,
7,25,2015,206,Research,,ADFG - MAGIA,2,0,H,,Chatham Strait,6,4.00,360,,,7/25/2015,ATF,TRUE,1317,31.10,79.0,790,163.0481,>136,N,,,,11.02,5.00,1,empty,,,,,,,
7,25,2015,206,Research,,ADFG - MAGIA,2,0,H,,Chatham Strait,6,6.00,361,,,7/25/2015,ATF,TRUE,1314,32.68,83.0,830,171.3037,>136,N,,,,13.23,6.00,1,empty,,,,,,,
7,26,2015,207,Research,,ADFG - MASONIC,1,0,H,,Chatham Strait,6,7.00,289,,,7/26/2015,ATF,TRUE,1383,18.90,48.0,480,99.0672,96-115,N,,,,2.20,1.00,1,empty,,,,,,,
7,26,2015,207,Research,,ADFG - MASONIC,1,0,H,,Chatham Strait,6,9.00,305,,,7/26/2015,ATF,TRUE,1387,19.49,49.5,495,102.16305,96-115,N,,,,2.20,1.00,1,empty,,,,,,,
7,26,2015,207,Research,,ADFG - MAGIA,2,0,H,,Chatham Strait,6,7.00,347,,,7/26/2015,ATF,TRUE,1307,19.69,50.0,500,103.195,96-115,N,,,,,,1,empty,,,,,,,
7,26,2015,207,Charter,Lokahi,Jason Helyer,1,4,C,,Lynn Canal,Y,1.55,325,4,salmon,7/26/2015,ATF,TRUE,0525,20.00,50.8,508,104.84612,96-115,N,,,,,,1,empty,,,,,,,
7,26,2015,207,Research,,ADFG - MASONIC,1,0,H,,Chatham Strait,6,9.00,305,,,7/26/2015,ATF,FALSE,U0002,21.26,54.0,540,111.4506,96-115,N,,,,4.41,2.00,,,,,,,,,
7,26,2015,207,Research,,ADFG - MAGIA,2,0,H,,Chatham Strait,6,7.00,347,,,7/26/2015,ATF,TRUE,1306,21.26,54.0,540,111.4506,96-115,N,,,,,,1,empty,,,,,,,
7,26,2015,207,Research,,ADFG - MASONIC,1,0,H,,Chatham Strait,6,8.00,385,,,7/26/2015,ATF,TRUE,1397,21.65,55.0,550,113.5145,96-115,N,,,,4.41,2.00,1,empty,,,,,,,
7,26,2015,207,Research,,ADFG - MAGIA,2,0,H,,Chatham Strait,6,7.00,347,,,7/26/2015,ATF,TRUE,1396,22.05,56.0,560,115.5784,96-115,N,,,,,,2,fish scales,,,,,,,
7,26,2015,207,Research,,ADFG - MASONIC,1,0,H,,Chatham Strait,6,8.00,385,,,7/26/2015,ATF,TRUE,1394,22.64,57.5,575,118.67425,116-135,N,,,,4.41,2.00,1,empty,,,,,,,
7,26,2015,207,Research,,ADFG - MAGIA,2,0,H,,Chatham Strait,6,8.00,360,,,7/26/2015,ATF,TRUE,1310A,23.23,59.0,590,121.7701,116-135,N,,,,4.41,2.00,,,dart tag assumed to be 1310A (not B),,,,,,
7,26,2015,207,Charter,,Wayne,,,,,,,,,,,7/26/2015,ATF,TRUE,0551,24.00,61.0,610,125.815344,116-135,N,,,,,,3,"bones with flesh; ""pollock in stomach""  (previous tag ID 0541)",,,,,,,
7,26,2015,207,Research,,ADFG - MASONIC,1,0,H,,Chatham Strait,6,9.00,305,,,7/26/2015,ATF,TRUE,1357,24.21,61.5,615,126.92985,116-135,N,,,,4.41,2.00,1,empty,,,,,,,
7,26,2015,207,Research,,ADFG - MAGIA,2,0,H,,Chatham Strait,6,8.00,360,,,7/26/2015,ATF,TRUE,1305,24.41,62.0,620,127.9618,116-135,N,,,,4.41,2.00,1,empty,,,,,,,
7,26,2015,207,Research,,ADFG - MAGIA,2,0,H,,Chatham Strait,6,7.00,347,,,7/26/2015,ATF,TRUE,1304,25.59,65.0,650,134.1535,116-135,N,,,,,,1,empty,,,,,,,
7,26,2015,207,Research,,ADFG - MASONIC,1,0,H,,Chatham Strait,6,8.00,385,,,7/26/2015,ATF,TRUE,1384,25.79,65.5,655,135.18545,116-135,N,,,,6.61,3.00,1,empty,,,,,,,
7,26,2015,207,Research,,ADFG - KAIA,3,0,H,,Chatham Strait,6,8.00,289,,,7/26/2015,ATF,TRUE,1370,25.98,66.0,660,136.2174,>136,N,,,,,,1,empty,,,,,,,
7,26,2015,207,Research,,ADFG - KAIA,3,0,H,,Chatham Strait,6,8.00,289,,,7/26/2015,ATF,TRUE,1351,27.95,71.0,710,146.5369,>136,N,,,,,,2,"beak, lens, fish scale",,,,,,,
7,27,2015,208,Charter,Kaley Y,Kenji Yamada,1,3,B,,N. Lynn Canal,Y,1.25,350,4,"skin, cod, salmon",7/27/2015,ATF,TRUE,1574,18.50,47.0,470,96.982661,96-115,N,,,,,,3,fish and vertebrae,,,,,,,1
7,27,2015,208,Charter,Kaley Y,Kenji Yamada,1,3,B,,N. Lynn Canal,Y,1.25,350,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1503,19.00,48.3,483,99.603814,96-115,N,,,,,,3,fish opercula; processed 7/31/15,,,,,,,1
7,27,2015,208,Research,,ADFG - MAGIA,2,0,H,,Chatham Strait,6,9.00,316,,,7/27/2015,ATF,TRUE,1312,19.29,49.0,490,101.1311,96-115,N,,,,2.20,1.00,1,empty,,,,,,,
7,27,2015,208,Charter,Kiska Ann,Ben Huntley,1,3,B,,N. Lynn Canal,Y,1.92,350,4,"skin, cod, salmon",7/27/2015,ATF,TRUE,1639,20.75,52.7,527,108.7778495,96-115,N,,,,,,2,scale,,,,,,,1
7,27,2015,208,Charter,Kiska Ann,Ben Huntley,1,3,B,,N. Lynn Canal,Y,1.92,350,4,"skin, cod, salmon",7/27/2015,ATF,TRUE,1638,21.00,53.3,533,110.088426,96-115,N,,,,,,3,shrimp,,,,,,,1
7,27,2015,208,Charter,Kiska Ann,Ben Huntley,1,3,B,,N. Lynn Canal,Y,1.92,350,4,"skin, cod, salmon",7/27/2015,ATF,TRUE,1650,21.00,53.3,533,110.088426,96-115,N,,7,,,,3,vertebrae with flesh,,,,,,,1
7,27,2015,208,Charter,Kiska Ann,Ben Huntley,1,3,B,,N. Lynn Canal,Y,1.92,350,4,"skin, cod, salmon",7/27/2015,ATF,TRUE,1634,23.50,59.7,597,123.194191,116-135,N,,,,,,,,,,,,,,0
7,27,2015,208,Research,,ADFG - KAIA,3,0,H,,Chatham Strait,6,12.00,327,,,7/27/2015,ATF,TRUE,1363,24.02,61.0,610,125.8979,116-135,N,,,,,,1,empty,,,,,,,
7,27,2015,208,Research,,ADFG - MAGIA,2,0,H,,Chatham Strait,6,9.00,316,,,7/27/2015,ATF,TRUE,1322,24.02,61.0,610,125.8979,116-135,N,,,,4.41,2.00,1,empty,,,,,,,
7,28,2015,209,Research,,ADFG - KAIA,3,0,H,,Chatham Strait,6,14.00,297,,,7/28/2015,ATF,TRUE,1327,22.83,58.0,580,119.7062,116-135,N,,,,,,1,empty,,,,,,,
7,28,2015,209,Research,,ADFG - KAIA,3,0,H,,Chatham Strait,6,14.00,297,,,7/28/2015,ATF,TRUE,1373,23.62,60.0,600,123.834,116-135,N,,,,,,1,empty,,,,,,,
7,28,2015,209,Research,,ADFG - KAIA,3,0,H,,Chatham Strait,6,14.00,297,,,7/28/2015,ATF,TRUE,1346,23.62,60.0,600,123.834,116-135,N,,,,,,,,,,,,,,
7,30,2015,211,Charter,Lokahi,Jason Helyer,1,4,C,,Lynn Canal,Y,1.30,375,4,salmon,7/30/2015,ATF,FALSE,U0190,27.00,68.6,686,141.542262,>136,N,,,,,,1,,bait,,,,,,
8,7,2015,219,Charter,Lokahi,Jason Helyer,1,4,C,,Lynn Canal,Y,0.92,375,4,salmon,8/7/2015,ATF,TRUE,1029,31.75,80.6,806,166.4432155,>136,N,,,,,,1,empty,,,,,,,
8,8,2015,220,Charter,Ho'okipa,Jon Wilson,1,9,F,,Funter Bay,Y,1.00,350,4,"skin, salmon",8/8/2015,ATF,TRUE,SH1144,24.00,61.0,610,125.815344,116-135,N,,,,,,1,empty,,,,,,,0
8,9,2015,221,Charter,Ho'okipa,Jon Wilson,1,3,B,,N. Lynn Canal,Y,1.25,300,4,"skin, cod",8/9/2015,ATF,TRUE,SH1286,,,,,NA,N,,,,,,,,,,,,,,0
8,14,2015,226,Charter,,Kim,1,3,B,,N. Lynn Canal,N,1.50,300,4,"cod, salmon",8/14/2015,ATF,FALSE,SH1101,25.75,65.4,654,134.9893795,116-135,N,,10,1,,,,,,,,,,,0
8,14,2015,226,Charter,Miley T,Brandon Rux,1,12,G,,Icy Strait,N,3.00,400,4,"skin, cod, salmon",8/14/2015,ATF,FALSE,SH1201,26.25,66.7,667,137.6105325,>136,N,,,,,,,,,,,,,,0
8,20,2015,232,Charter,Kiska Ann,Ben Huntley,1,3,B,,N. Lynn Canal,Y,1.25,350,4,"skin, cod, salmon, pollock",8/20/2015,ATF,FALSE,U0022,,,,,NA,N,,,,,,1,,bait,,,,,,
8,20,2015,232,Charter,Kiska Ann,Ben Huntley,1,3,B,,N. Lynn Canal,Y,1.25,350,4,"skin, cod, salmon, pollock",8/20/2015,ATF,FALSE,U0031,,,,,NA,N,,,,,,1,,bait,,,,,,
8,21,2015,233,Charter,Kaley Y,Kenji Yamada,1,5,C,,Lynn Canal,Y,0.75,350,4,"skin, cod, salmon",8/21/2015,ATF,TRUE,SH1294,22.00,55.9,559,115.330732,96-115,N,,,,,,1,empty,,,,,,,
8,25,2015,237,Charter,Kiska Ann,Ben Huntley,1,8,E,,Howard Bay,Y,1.67,350,4,"skin, cod, salmon",8/25/2015,ATF,FALSE,U0162,,,,,NA,N,,2,2,,,1,,bait,,,,,,
8,25,2015,237,Charter,Kiska Ann,Ben Huntley,1,8,E,,Howard Bay,Y,1.67,350,4,"skin, cod, salmon",8/25/2015,ATF,FALSE,U0150,,,,,NA,N,,,,,,1,,bait,,,,,,
8,26,2015,238,Charter,Miley T,Brandon Rux,1,13,G,,Icy Strait,N,3.00,400,4,"skin, cod, salmon",8/26/2015,ATF,FALSE,0986,18.00,45.7,457,94.361508,76-95,N,,,,,,,,,,,,,,0
8,26,2015,238,Charter,Miley T,Brandon Rux,1,13,G,,Icy Strait,N,3.00,400,4,"skin, cod, salmon",8/26/2015,ATF,FALSE,0962,22.25,56.5,565,116.6413085,116-135,N,,5,2,,,,,,,,,,,0
8,26,2015,238,Charter,Miley T,Brandon Rux,1,13,G,,Icy Strait,N,3.00,400,4,"skin, cod, salmon",8/26/2015,ATF,FALSE,0923,22.50,57.2,572,117.951885,116-135,N,,,,,,,,,,,,,,0
8,26,2015,238,Charter,Miley T,Brandon Rux,1,13,G,,Icy Strait,N,3.00,400,4,"skin, cod, salmon",8/26/2015,ATF,FALSE,0998,23.00,58.4,584,120.573038,116-135,N,,,,,,,,,,,,,,0
8,26,2015,238,Charter,Miley T,Brandon Rux,1,13,G,,Icy Strait,N,3.00,400,4,"skin, cod, salmon",8/26/2015,ATF,FALSE,0946,25.25,64.1,641,132.3682265,116-135,N,,,,,,,,,,,,,,0
6,24,2016,176,Charter,Kimiko Ann,Richard Yamada,1,7,D,,Favorite Channel,N,1.37,300,2,"halibut skin, cod",6/24/2016,ATF,FALSE,1972,19.00,48.3,483,99.603814,96-115,N,,,0,,,,,,,,,,00-Jan-00,
6,29,2016,181,Charter,Kiska Ann,Ben Huntley,4,8,E,,Howard Bay,Y,3.23,350,3,"cod, ATF, halibut skin",6/29/2016,ATF,FALSE,0424,23.50,59.7,597,123.194191,116-135,N,,,,,,,,Fish Re-Captured 7/11/16 Area 8. Fish released with same tag #424.,,,,,00-Jan-00,
7,2,2016,184,Charter,Kiska Ann,Ben Huntley,5,8,E,,Howard Bay,Y,1.86,375,4,"halibut skin, ATF, cod, salmon",7/2/2016,ATF,FALSE,0196,22.00,55.9,559,115.330732,96-115,N,,,,,,8,Contents,,,,,,00-Jan-00,
7,2,2016,184,Charter,Kiska Ann,Ben Huntley,5,8,E,,Howard Bay,Y,1.86,375,4,"halibut skin, ATF, cod, salmon",7/2/2016,ATF,FALSE,0185,23.50,59.7,597,123.194191,116-135,N,,,,,,8,Contents,,,,,,00-Jan-00,
7,2,2016,184,Charter,Kiska Ann,Ben Huntley,5,8,E,,Howard Bay,Y,1.86,375,4,"halibut skin, ATF, cod, salmon",7/2/2016,ATF,FALSE,0181,24.00,61.0,610,125.815344,116-135,N,,,,,,1,empty,,,,,,00-Jan-00,
7,2,2016,184,Charter,Kiska Ann,Ben Huntley,5,8,E,,Howard Bay,Y,1.86,375,4,"halibut skin, ATF, cod, salmon",7/2/2016,ATF,FALSE,0197,24.25,61.6,616,127.1259205,116-135,N,,,,,,8,Contents,,,,,,00-Jan-00,
7,2,2016,184,Charter,Kiska Ann,Ben Huntley,5,8,E,,Howard Bay,Y,1.86,375,4,"halibut skin, ATF, cod, salmon",7/2/2016,ATF,FALSE,0198,25.75,65.4,654,134.9893795,116-135,N,,,,,,1,empty,,,,,,00-Jan-00,
7,2,2016,184,Charter,Kiska Ann,Ben Huntley,5,8,E,,Howard Bay,Y,1.86,375,4,"halibut skin, ATF, cod, salmon",7/2/2016,ATF,FALSE,0179,27.00,68.6,686,141.542262,>136,N,,,,,,1,empty,,,,,,00-Jan-00,
7,4,2016,186,Charter,Kiska Ann,Ben Huntley,6,8,E,,Howard Bay,Y,1.79,350,4,"cod, halibut skin, ATF, salmon, other",7/4/2016,ATF,FALSE,0194,25.00,63.5,635,131.05765,116-135,N,,,,,,1,empty,,,,,,00-Jan-00,
7,12,2016,194,Personal Use,Private Angler,Jared Siegel,,2,B,,N. Lynn Canal,,,325,,herring,7/12/2016,ATF,FALSE,07121601,18.00,45.7,457,94.361508,76-95,N,,,,,,1,empty,,,,,,,
7,12,2016,194,Personal Use,Private Angler,Jared Siegel,,2,B,,N. Lynn Canal,,,325,,herring,7/12/2016,ATF,FALSE,07121602,23.00,58.4,584,120.573038,116-135,N,,,,,,1,empty,,,,,,,
7,14,2016,196,Charter,Kaley Y,Kenji Yamada,20,9,F,,Funter Bay,Y,1.48,230,4,"halibut skin, ATF",7/14/2016,ATF,FALSE,AC,,,,,NA,N,,,,,,,,,,,,,00-Jan-00,
7,16,2016,198,Charter,Kiska Ann,Ben Huntley,12,13,G,,Icy Strait,Y,0.89,250,4,"halibut skin, ATF, cod, salmon",7/16/2016,ATF,FALSE,AP,,,,,NA,N,,,,,,,,,,,,,00-Jan-00,
7,16,2016,198,Charter,Kiska Ann,Ben Huntley,12,13,G,,Icy Strait,Y,0.89,250,4,"halibut skin, ATF, cod, salmon",7/16/2016,ATF,FALSE,AO,,,,,NA,N,,,,,,,,,,,,,00-Jan-00,
7,16,2016,198,Charter,Shelter Lodge Station,Jon Wilson,5,4,C,,Lynn Canal,Y,2.00,,4,,7/16/2016,ATF,FALSE,10178,24.50,62.2,622,128.436497,116-135,N,,,,,,,,Mokes. Trip 2 hours. Retained 3 halibut. Capt. John.,,,,,00-Jan-00,
7,19,2016,201,Charter,Kiska Ann,Ben Huntley,13,8,E,,Howard Bay,Y,0.98,350,4,"halibut skin, cod, salmon",7/19/2016,ATF,FALSE,AR,,,,,NA,N,,,,,,,,,,,,,00-Jan-00,
7,28,2016,210,Charter,Kiska Ann,Ben Huntley,19,2,B,,N. Lynn Canal,Y,0.88,350,4,"halibut skin, ATF",7/28/2016,ATF,FALSE,AB,,,,,NA,N,,,,,,,,,,,,,00-Jan-00,
7,30,2016,212,Charter,Shelter Lodge Station,Jon Wilson,24,2,B,,N. Lynn Canal,Y,1.50,269,4,"halibut skin, ATF",7/30/2016,ATF,FALSE,11365,19.00,48.3,483,99.603814,96-115,N,,,,4.00,1.81,,,McDonald's  4 buts Retained 1.5 hrs  Jon wilson,,,,,00-Jan-00,
7,30,2016,212,Charter,Shelter Lodge Station,Jon Wilson,24,2,B,,N. Lynn Canal,Y,1.50,269,4,"halibut skin, ATF",7/30/2016,ATF,FALSE,11366,20.50,52.1,521,107.467273,96-115,N,,,,3.00,1.31,1,empty,McDonald's  4 buts Retained 1.5 hrs  Jon wilson,,,,,00-Jan-00,
7,30,2016,212,Charter,Shelter Lodge Station,Jon Wilson,24,2,B,,N. Lynn Canal,Y,1.50,269,4,"halibut skin, ATF",7/30/2016,ATF,FALSE,11363,21.00,53.3,533,110.088426,96-115,N,,,,3.00,1.27,1,empty,McDonald's  4 buts Retained 1.5 hrs  Jon wilson,,,,,00-Jan-00,
7,30,2016,212,Charter,Anchor Point Lodge,,10,8,E,,Howard Bay,N,1.08,320,2,"halibut skin, ATF",7/30/2016,ATF,FALSE,2332,21.25,54.0,540,111.3990025,96-115,N,,,,,,,,,,,,,00-Jan-00,
7,30,2016,212,Charter,Shelter Lodge Station,Jon Wilson,24,2,B,,N. Lynn Canal,Y,1.50,269,4,"halibut skin, ATF",7/30/2016,ATF,FALSE,11444,21.75,55.2,552,114.0201555,96-115,N,,,,4.00,1.64,,,McDonald's  4 buts Retained 1.5 hrs  Jon wilson,,,,,00-Jan-00,
7,30,2016,212,Charter,Shelter Lodge Station,Jon Wilson,24,2,B,,N. Lynn Canal,Y,1.50,269,4,"halibut skin, ATF",7/30/2016,ATF,FALSE,11442,21.75,55.2,552,114.0201555,96-115,N,,,,4.00,1.71,1,empty,McDonald's  4 buts Retained 1.5 hrs  Jon wilson,,,,,00-Jan-00,
7,30,2016,212,Charter,Shelter Lodge Station,Jon Wilson,24,2,B,,N. Lynn Canal,Y,1.50,269,4,"halibut skin, ATF",7/30/2016,ATF,FALSE,11441,22.00,55.9,559,115.330732,96-115,N,,,,4.00,1.70,,,McDonald's  4 buts Retained 1.5 hrs  Jon wilson,,,,,00-Jan-00,
7,30,2016,212,Charter,Shelter Lodge Station,Jon Wilson,24,2,B,,N. Lynn Canal,Y,1.50,269,4,"halibut skin, ATF",7/30/2016,ATF,FALSE,11421,22.50,57.2,572,117.951885,116-135,N,,,,4.00,1.72,1,empty,McDonald's  4 buts Retained 1.5 hrs  Jon wilson,,,,,00-Jan-00,
7,30,2016,212,Charter,Shelter Lodge Station,Jon Wilson,24,2,B,,N. Lynn Canal,Y,1.50,269,4,"halibut skin, ATF",7/30/2016,ATF,FALSE,11367,23.00,58.4,584,120.573038,116-135,N,,,,3.00,1.44,1,empty,McDonald's  4 buts Retained 1.5 hrs  Jon wilson,,,,,00-Jan-00,
7,30,2016,212,Charter,Shelter Lodge Station,Jon Wilson,24,2,B,,N. Lynn Canal,Y,1.50,269,4,"halibut skin, ATF",7/30/2016,ATF,FALSE,11369,23.25,59.1,591,121.8836145,116-135,N,,,,,,1,empty,McDonald's  4 buts Retained 1.5 hrs  Jon wilson,,,,,00-Jan-00,
7,30,2016,212,Charter,Shelter Lodge Station,Jon Wilson,24,2,B,,N. Lynn Canal,Y,1.50,269,4,"halibut skin, ATF",7/30/2016,ATF,FALSE,11427,32.00,81.3,813,167.753792,>136,N,,,,,,1,empty,McDonald's  4 buts Retained 1.5 hrs  Jon wilson,,,,,00-Jan-00,
5,29,2015,149,Charter,Ho'okipa,Jon Wilson,1,9,F,,Funter Bay,Y,3.00,1600,2,"skin, cod",5/29/2015,ATF,TRUE,0485,23.50,59.7,597,123.194191,116-135,N,F,,,,,1,empty,,,,,No real DS,,0
5,29,2015,149,Charter,Anchor Point Lodge,,,9,F,,Funter Bay,Y,,1250,4,salmon,5/29/2015,ATF,FALSE,05291503,24.84,63.1,631,130.23209,116-135,N,F,,,6.06,2.75,4,"Walleye Pollock, semi-digested",,,,blackcod bycatch,,,1
5,29,2015,149,Charter,Anchor Point Lodge,,,9,F,,Funter Bay,Y,,1250,4,salmon,5/29/2015,ATF,FALSE,05291502,25.59,65.0,650,134.1535,116-135,N,F,,,6.61,3.00,1,empty,,,,blackcod bycatch,,,0
5,29,2015,149,Charter,?,Wayne,,9,F,,Funter Bay,,,1250,,salmon,5/29/2015,ATF,FALSE,0652A,25.67,65.2,652,134.56628,116-135,N,F,,,7.72,3.50,1,empty,just bait,,,,No real DS,,0
5,29,2015,149,Charter,Lokahi,Jason Helyer,,9,F,,Funter Bay,Y,,1150,,salmon,5/29/2015,ATF,TRUE,0579,25.98,66.0,660,136.2174,>136,N,F,,,7.72,3.50,1,empty,,,,,No real DS,,0
6,2,2015,153,Charter,Ho'okipa,Jon Wilson,1,9,F,,Funter Bay,Y,8.00,1600,2,"skin, cod",6/2/2015,ATF,TRUE,0477,22.00,55.9,559,115.330732,96-115,N,F,,,,,1,empty,,,,,,,0
6,6,2015,157,Charter,Kiska Ann,Ben Huntley,2,11,G,,Icy Strait,Y,1.67,300,4,"skin, cod",6/6/2015,ATF,FALSE,0359,20.50,52.1,521,107.467273,96-115,N,F,,,,,2,one scale,,,,,,,1
6,6,2015,157,Charter,Kiska Ann,Ben Huntley,1,8,E,,Howard Bay,Y,1.25,230,4,"skin, cod, squid",6/6/2015,ATF,TRUE,0318,22.50,57.2,572,117.951885,116-135,N,F,,,,,2,few scales,,,,,,,1
6,6,2015,157,Charter,Kiska Ann,Ben Huntley,1,8,E,,Howard Bay,Y,1.25,230,4,"skin, cod, squid",6/6/2015,ATF,TRUE,0353,23.25,59.1,591,121.8836145,116-135,N,F,0,0,,,2,three scales,,,,,,,1
6,6,2015,157,Charter,Kiska Ann,Ben Huntley,1,8,E,,Howard Bay,Y,1.25,230,4,"skin, cod, squid",6/6/2015,ATF,TRUE,0356,23.75,60.3,603,124.5047675,116-135,N,F,,,,,1,empty,,,,,,,0
6,9,2015,160,Charter,Kaley Y,Kenji Yamada,2,8,E,,Howard Bay,N,2.00,350,4,"skin, cod, squid",6/9/2015,ATF,TRUE,0846,21.00,53.3,533,110.088426,96-115,N,F,0,0,,,1,empty,,,,,No real DS,,0
6,9,2015,160,Charter,Kaley Y,Kenji Yamada,1,4,C,,Lynn Canal,N,4.50,1800,2,"skin, cod",6/9/2015,ATF,TRUE,0829,21.00,53.3,533,110.088426,96-115,N,F,0,0,,,1,empty,,,,,No real DS,,
6,18,2015,169,Charter,Ho'okipa,Jon Wilson,1,4,C,,Lynn Canal,Y,1.00,400,5,"skin, salmon",6/18/2015,ATF,TRUE,0452,24.00,61.0,610,125.815344,116-135,N,F,0,0,,,2,trace,,,,,No real DS,,
6,18,2015,169,Charter,Ho'okipa,Jon Wilson,1,4,C,,Lynn Canal,Y,1.00,400,5,"skin, salmon",6/18/2015,ATF,TRUE,0469,25.25,64.1,641,132.3682265,116-135,N,F,,,,,1,empty,,,,,No real DS,,
6,25,2015,176,Charter,Shelter Lodge,Richard Yamada,4,1,B,,N. Lynn Canal,N,1.00,300,2,"skin, cod",6/25/2015,ATF,TRUE,0738,23.00,58.4,584,120.573038,116-135,N,F,,,,,1,empty,,,,,No real DS,,
6,26,2015,177,Charter,,Matt,1,3,B,,N. Lynn Canal,Y,4.00,350,4,"skin, cod",6/26/2015,ATF,TRUE,0753,21.25,53.9,539,111.24421,96-115,N,F,2,2,,,1,empty,,107.6,113.5,head frozen,,,0
6,28,2015,179,Charter,Shelter Lodge,Richard Yamada,1,4,C,,Lynn Canal,N,3.00,450,2,"skin, cod",6/28/2015,ATF,TRUE,0714,21.00,53.3,533,110.088426,96-115,N,F,,,4.63,2.10,1,empty,,,,,,,
6,28,2015,179,Charter,Ho'okipa,Jon Wilson,1,9,F,,Funter Bay,Y,2.00,400,4,"skin, cod",6/28/2015,ATF,TRUE,0705,21.00,53.3,533,110.088426,96-115,N,F,,,3.09,1.40,1,empty,,,,,,,0
6,28,2015,179,Charter,Ho'okipa,Jon Wilson,1,9,F,,Funter Bay,Y,2.00,400,4,"skin, cod",6/28/2015,ATF,TRUE,0791,21.50,54.6,546,112.709579,96-115,N,F,,,3.31,1.50,1,empty,,,,,,,0
6,28,2015,179,Charter,Ho'okipa,Jon Wilson,1,9,F,,Funter Bay,Y,2.00,400,4,"skin, cod",6/28/2015,ATF,TRUE,0798,22.00,55.9,559,115.330732,96-115,N,F,,,4.19,1.90,1,empty,,,,,,,0
6,28,2015,179,Charter,Shelter Lodge,Richard Yamada,1,4,C,,Lynn Canal,N,3.00,450,2,"skin, cod",6/28/2015,ATF,TRUE,0765,23.00,58.4,584,120.573038,116-135,N,F,,,4.19,1.90,,,,,,,,,
